CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
9236	wash (clothing)	Perge_Tegu	súmbɔ́	s ú m b ɔ́	DB,SW
9237	wash (clothing)	Sangha_So	mɔ̀ŋú	m ɔ̀ ŋ ú	DB,SW
9238	wash (clothing)	Tiranige	mɔ́gɔ́	m ɔ́ ɡ ɔ́	DB,SW
9239	wash (clothing)	Togo_Kan	súmɔ́	s ú m ɔ́	DB,SW
9240	wash (clothing)	Tommo_So	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́	DB,SW
9241	wash (clothing)	Toro_Tegu	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́	DB,SW
9242	wash (clothing)	Toro_Tegu	mɔ̀gú	m ɔ̀ ɡ ú	DB,SW
9243	wash (clothing)	Yanda_Dom	mɔ̀gàlí	m ɔ̀ ɡ à l í	DB,SW
9244	wash (clothing)	Yanda_Dom	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́	DB,SW
9245	wash (clothing)	Yorno_So	súmɔ́	s ú m ɔ́	DB,SW
9246	water	Ampari	mí:	m íː	DB,LJ,SW
9247	water	Bangime	ɥíɛ̀	ɥ í ɛ̀	DB,LJ,SW
9248	water	Bankan_Tey	nî:	n îː	DB,LJ,SW
9249	water	Ben_Tey	nî:	n îː	DB,LJ,SW
9250	water	Bunoge	gɔ́	ɡ ɔ́	DB,LJ,SW
9251	water	Dogul_Dom	ʔɲ́ì	ʔ ɲ́ ì	DB,LJ,SW
9252	water	Dogul_Dom	ʔɲ́ù	ʔ ɲ́ ù	DB,LJ,SW
9253	water	Gourou	ní:	n íː	DB,LJ,SW
9254	water	Jamsay_Douentza	ní:	n íː	DB,LJ,SW
9255	water	Jamsay_Mondoro	ní:	n íː	DB,LJ,SW
9256	water	Mombo	mî:	m îː	DB,LJ,SW
9257	water	Najamba	ínjé	í n dʒ é	DB,LJ,SW
9258	water	Najamba	íŋgé	í ŋ ɡ é	DB,LJ,SW
9259	water	Nanga	nî:	n îː	DB,LJ,SW
9260	water	Penange	mì:	m ìː	DB,LJ,SW
9261	water	Perge_Tegu	ní:	n íː	DB,LJ,SW
9262	water	Sangha_So	díí	d íː	DB,LJ,SW
9263	water	Tebul_Ure	ínjé	í n dʒ é	DB,LJ,SW
9264	water	Tiranige	mí:	m íː	DB,LJ,SW
9265	water	Togo_Kan	dí:	d íː	DB,LJ,SW
9266	water	Tommo_So	díí	d íː	DB,LJ,SW
9267	water	Tomo_Kan_Segue	jí:	dʒ íː	DB,LJ,SW
9268	water	Toro_Tegu	ní	n í	DB,LJ,SW
9269	water	Yanda_Dom	ínjú	í n dʒ ú	DB,LJ,SW
9270	water	Yorno_So	dǐ:	d ǐː	DB,LJ,SW
9271	weaver	Bangime	dɛ̌ɡɛ̀ ʃìjɛ́ⁿ	d ɛ̌ ɡ ɛ̀ 	DB,SW
9272	weaver	Bankan_Tey	jèsìrètǐ:m	dʒ è s ì r è t ǐː m	DB,SW
9273	weaver	Bankan_Tey	gèsìrètǐ:mbô:	ɡ è s ì r è t ǐː m b ôː	DB,SW
9274	weaver	Bankan_Tey	sú:rá	s úː r á	DB,SW
9275	weaver	Bankan_Tey	sú:rám	s úː r á m	DB,SW
9276	weaver	Bankan_Tey	tìyú	t ì j ú	DB,SW
9277	weaver	Ben_Tey	jè:sètìyǐm	dʒ èː s è t ì j ǐ m	DB,SW
9278	weaver	Ben_Tey	sú:rɔ́	s úː r ɔ́	DB,SW
9279	weaver	Ben_Tey	sú:rɔ́m	s úː r ɔ́ m	DB,SW
9280	weaver	Ben_Tey	tìyú	t ì j ú	DB,SW
9281	weaver	Bunoge	gɛ̀jǐtíyɛ́bò	ɡ ɛ̀ dʒ ǐ t í j ɛ́ b ò	DB,SW
9282	weaver	Jamsay_Douentza	sùrgɔ̌n	s ù r ɡ ɔ̌ n	DB,SW
9283	weaver	Mombo	gɛ̀zì tí	ɡ ɛ̀ z ì 	DB,SW
9284	weaver	Najamba	gè:jùtìyé	ɡ èː dʒ ù t ì j é	DB,SW
9285	weaver	Najamba	sɔ̀:tìyé	s ɔ̀ː t ì j é	DB,SW
9286	weaver	Najamba	tǐymbó	t ǐ j m b ó	DB,SW
9287	weaver	Nanga	yùrùtɛ̌:	j ù r ù t ɛ̌ː	DB,SW
9288	weaver	Nanga	súrágá	s ú r á ɡ á	DB,SW
9289	weaver	Penange	gèjìtìy	ɡ è dʒ ì t ì j	DB,SW
9290	weaver	Perge_Tegu	súrúgɔ̀n	s ú r ú ɡ ɔ̀ n	DB,SW
9291	weaver	Sangha_So	sɔ̀j tɛ́ɛ́nɛ́	s ɔ̀ dʒ 	DB,SW
9292	weaver	Tebul_Ure	ɛ̀dɛ̀tě:	ɛ̀ d ɛ̀ t ěː	DB,SW
9293	weaver	Tiranige	jɛ̀jítí:	dʒ ɛ̀ dʒ í t íː	DB,SW
9294	weaver	Togo_Kan	súrúgɔ́	s ú r ú ɡ ɔ́	DB,SW
9295	weaver	Tommo_So	sɔ̀w tíyⁿínɛ́	s ɔ̀ w 	DB,SW
9296	weaver	Tommo_So	tíyínɛ́	t í j í n ɛ́	DB,SW
9297	weaver	Tomo_Kan_Segue	sùrùgáⁿ	s ù r ù ɡ áⁿ	DB,SW
9298	weaver	Toro_Tegu	yɔ̀rùtínú	j ɔ̀ r ù t í n ú	DB,SW
9299	weaver	Toro_Tegu	tím	t í m	DB,SW
9300	weaver	Yanda_Dom	sɔ̀ŋtìy	s ɔ̀ ŋ t ì j	DB,SW
9301	weaver	Yorno_So	sɔ̀y	s ɔ̀ j	DB,SW
9302	weep (verb only)	Bangime	ʒíí	ʒ íː	DB
9303	weep (verb only)	Bankan_Tey	yɔ́	j ɔ́	DB
9304	weep (verb only)	Ben_Tey	yɔ́	j ɔ́	DB
9305	weep (verb only)	Bunoge	pê:	p êː	DB
9306	weep (verb only)	Gourou	ɛ́:ⁿ	ɛ́ːⁿ	DB
9307	weep (verb only)	Jamsay_Douentza	ɛ̌:ⁿ	ɛ̌ːⁿ	DB
9308	weep (verb only)	Jamsay_Douentza	pé:	p éː	DB
9309	weep (verb only)	Jamsay_Mondoro	ɛ̌:ⁿ	ɛ̌ːⁿ	DB
9310	weep (verb only)	Mombo	wɛ́:	w ɛ́ː	DB
9311	weep (verb only)	Najamba	ɲɛ́	ɲ ɛ́	DB
9312	weep (verb only)	Najamba	ɲɛ̀	ɲ ɛ̀	DB
9313	weep (verb only)	Nanga	kóyó	k ó j ó	DB
9314	weep (verb only)	Penange	wwɛ́:	w w ɛ́ː	DB
9315	weep (verb only)	Perge_Tegu	kóyó	k ó j ó	DB
9316	weep (verb only)	Sangha_So	píí	p íː	DB
9317	weep (verb only)	Tiranige	kɔ́mɔ́	k ɔ́ m ɔ́	DB
9318	weep (verb only)	Togo_Kan	kɔ́:ⁿ	k ɔ́ːⁿ	DB
9319	weep (verb only)	Tommo_So	píyé	p í j é	DB
9320	weep (verb only)	Toro_Tegu	yɛ́	j ɛ́	DB
9321	weep (verb only)	Toro_Tegu	yí	j í	DB
9322	weep (verb only)	Toro_Tegu	pé	p é	DB
9323	weep (verb only)	Toro_Tegu	pí	p í	DB
9324	weep (verb only)	Yanda_Dom	yálì	j á l ì	DB
9325	weep (verb only)	Yanda_Dom	yɛ́	j ɛ́	DB
9326	weep (verb only)	Yorno_So	yé:	j éː	DB
9327	weep (verb only)	Yorno_So	pí:	p íː	DB
9328	wet (adjective)	Bangime	m múⁿ	m 	DB,SW
9329	wet (adjective)	Bankan_Tey	ɔ̀rúm	ɔ̀ r ú m	DB,SW
9330	wet (adjective)	Ben_Tey	ɔ̀rú	ɔ̀ r ú	DB,SW
9331	wet (adjective)	Bunoge	tɛ̀mbɛ̀	t ɛ̀ m b ɛ̀	DB,SW
9332	wet (adjective)	Dogul_Dom	ólùgù	ó l ù ɡ ù	DB,SW
9333	wet (adjective)	Jamsay_Douentza	tɛ̌m	t ɛ̌ m	DB,SW
9334	wet (adjective)	Jamsay_Mondoro	tɛ̌m	t ɛ̌ m	DB,SW
9335	wet (adjective)	Mombo	ɛ́mbɛ́	ɛ́ m b ɛ́	DB,SW
9336	wet (adjective)	Najamba	tèmbê:	t è m b êː	DB,SW
9337	wet (adjective)	Najamba	tèmbô:	t è m b ôː	DB,SW
9338	wet (adjective)	Nanga	ɔ̀rí	ɔ̀ r í	DB,SW
9339	wet (adjective)	Nanga	tɛ́mbíyyɛ́	t ɛ́ m b í j j ɛ́	DB,SW
9340	wet (adjective)	Penange	ɛ̀mbɛ̀	ɛ̀ m b ɛ̀	DB,SW
9341	wet (adjective)	Perge_Tegu	ɔ̀rú	ɔ̀ r ú	DB,SW
9342	wet (adjective)	Perge_Tegu	tɛ́mbíyɛ́sà	t ɛ́ m b í j ɛ́ s à	DB,SW
9343	wet (adjective)	Sangha_So	ɔ́lú	ɔ́ l ú	DB,SW
9344	wet (adjective)	Tiranige	ɛ́wⁿ	ɛ́ wⁿ	DB,SW
9345	wet (adjective)	Tiranige	sómbésá	s ó m b é s á	DB,SW
9346	wet (adjective)	Togo_Kan	ɔ̀rú	ɔ̀ r ú	DB,SW
9347	wet (adjective)	Tommo_So	ɛ́nníyáádɛ̀	ɛ́ n n í j áː d ɛ̀	DB,SW
9348	wet (adjective)	Toro_Tegu	ɔ̀tú	ɔ̀ t ú	DB,SW
9349	wet (adjective)	Yanda_Dom	ɔ̀l	ɔ̀ l	DB,SW
9350	wet (adjective)	Yorno_So	ɔ̌l	ɔ̌ l	DB,SW
9351	what?	Ampari	ìnjɛ́	ì n dʒ ɛ́	DB,LJ,SW
9352	what?	Bangime	nɛ́ ʃìⁿ	n ɛ́ 	DB,LJ,SW
9353	what?	Bankan_Tey	ǹjé	ǹ dʒ é	DB,LJ,SW
9354	what?	Ben_Tey	ǹjé	ǹ dʒ é	DB,LJ,SW
9355	what?	Bunoge	ʔèbégè	ʔ è b é ɡ è	DB,LJ,SW
9356	what?	Dogul_Dom	ŋ̀gó	ŋ̀ ɡ ó	DB,LJ,SW
9357	what?	Jamsay_Douentza	ìɲé	ì ɲ é	DB,LJ,SW
9358	what?	Mombo	ínjè	í n dʒ è	DB,LJ,SW
9359	what?	Najamba	yèŋgé	j è ŋ ɡ é	DB,LJ,SW
9360	what?	Nanga	kɔ̀ɲɛ́	k ɔ̀ ɲ ɛ́	DB,LJ,SW
9361	what?	Nanga	ǹɲɛ́	ǹ ɲ ɛ́	DB,LJ,SW
9362	what?	Penange	njɛ̀	n dʒ ɛ̀	DB,LJ,SW
9363	what?	Perge_Tegu	ìnjé	ì n dʒ é	DB,LJ,SW
9364	what?	Tebul_Ure	ìnjé	ì n dʒ é	DB,LJ,SW
9365	what?	Tebul_Ure	cìnjé	tʃ ì n dʒ é	DB,LJ,SW
9366	what?	Tiranige	ndégé	n d é ɡ é	DB,LJ,SW
9367	what?	Togo_Kan	ìŋé	ì ŋ é	DB,LJ,SW
9368	what?	Tommo_So	ńjɛ́	ń dʒ ɛ́	DB,LJ,SW
9369	what?	Toro_Tegu	yé	j é	DB,LJ,SW
9370	what?	Yanda_Dom	cìʔə̀ɲè	tʃ ì ʔ ə̀ ɲ è	DB,LJ,SW
9371	what?	Yanda_Dom	ʔə̀ɲè	ʔ ə̀ ɲ è	DB,LJ,SW
9372	what?	Yorno_So	ǹjɛ́	ǹ dʒ ɛ́	DB,LJ,SW
9373	when? (at what time?)	Bankan_Tey	lɛ̀:rù àŋgú ɲâŋ	l ɛ̀ː r ù 	DB
9374	when? (at what time?)	Bankan_Tey	wàwtù àŋgú ɲâŋ	w à w t ù 	DB
9375	when? (at what time?)	Ben_Tey	lɛ̀:rɛ̀ ǹjé ɲâyⁿ	l ɛ̀ː r ɛ̀ 	DB
9376	when? (at what time?)	Ben_Tey	wàgàtù ǎŋ ɲâyⁿ	w à ɡ à t ù 	DB
9377	when? (at what time?)	Bunoge	nà wá:rì	n à 	DB
9378	when? (at what time?)	Bunoge	ʔèbègé wàgâr	ʔ è b è ɡ é 	DB
9379	when? (at what time?)	Jamsay_Douentza	lɛ̀:rɛ̀ yɔ́kkɔ̀ lè	l ɛ̀ː r ɛ̀ 	DB
9380	when? (at what time?)	Jamsay_Douentza	wàkàtì yɔ́kkɔ̀ lè	w à k à t ì 	DB
9381	when? (at what time?)	Mombo	wàgùrù mómbó	w à ɡ ù r ù 	DB
9382	when? (at what time?)	Najamba	mà	m à	DB
9383	when? (at what time?)	Nanga	ɛ̀:r àrⁿáŋá	ɛ̀ː r 	DB
9384	when? (at what time?)	Nanga	wàgàtì àrⁿáŋá	w à ɡ à t ì 	DB
9385	when? (at what time?)	Penange	wèn wàgárà	w è n 	DB
9386	when? (at what time?)	Perge_Tegu	yǎw dógùrù	j ǎ w 	DB
9387	when? (at what time?)	Tebul_Ure	à:rⁿá	àː rⁿ á	DB
9388	when? (at what time?)	Tiranige	ánáŋgà	á n á ŋ ɡ à	DB
9389	when? (at what time?)	Togo_Kan	yǎ: téŋé bè	j ǎː 	DB
9390	when? (at what time?)	Tommo_So	ńjɛ́ wáárú le	ń dʒ ɛ́ 	DB
9391	when? (at what time?)	Tommo_So	wàkàdù yàgú	w à k à d ù 	DB
9392	when? (at what time?)	Toro_Tegu	yàgá cɛ́là	j à ɡ á 	DB
9393	when? (at what time?)	Toro_Tegu	yàgá túwⁿɔ̀	j à ɡ á 	DB
9394	when? (at what time?)	Yanda_Dom	wàkàtù ʔə̀ɲì mí:	w à k à t ù 	DB
9395	when? (at what time?)	Yorno_So	lé	l é	DB
9396	when? (e.g. what day?)	Ampari	wⁿàná	wⁿ à n á	DB
9397	when? (e.g. what day?)	Bankan_Tey	tù àŋgú ɲâŋ	t ù 	DB
9398	when? (e.g. what day?)	Ben_Tey	àŋgú sú wò	à ŋ ɡ ú 	DB
9399	when? (e.g. what day?)	Bunoge	nà náŋgà	n à 	DB
9400	when? (e.g. what day?)	Jamsay_Douentza	dògùrù yɔ́kkɔ̀ lè	d ò ɡ ù r ù 	DB
9401	when? (e.g. what day?)	Jamsay_Douentza	yàŋárⁿà	j à ŋ á rⁿ à	DB
9402	when? (e.g. what day?)	Jamsay_Mondoro	yàŋárⁿà	j à ŋ á rⁿ à	DB
9403	when? (e.g. what day?)	Mombo	gè:dènì mómbó	ɡ èː d è n ì 	DB
9404	when? (e.g. what day?)	Najamba	àŋgí sárà	à ŋ ɡ í 	DB
9405	when? (e.g. what day?)	Nanga	àŋgú tû: gò	à ŋ ɡ ú 	DB
9406	when? (e.g. what day?)	Perge_Tegu	yǎw dógùrù	j ǎ w 	DB
9407	when? (e.g. what day?)	Tebul_Ure	à:rⁿá	àː rⁿ á	DB
9408	when? (e.g. what day?)	Tiranige	ánáŋgà	á n á ŋ ɡ à	DB
9409	when? (e.g. what day?)	Tiranige	dèyⁿ árí	d è jⁿ 	DB
9410	when? (e.g. what day?)	Togo_Kan	yǎ: dógùrù	j ǎː 	DB
9411	when? (e.g. what day?)	Tommo_So	bày yààná	b à j 	DB
9412	when? (e.g. what day?)	Tommo_So	bày yàgú	b à j 	DB
9413	when? (e.g. what day?)	Toro_Tegu	yàgá cɛ́là	j à ɡ á 	DB
9414	when? (e.g. what day?)	Toro_Tegu	yàgá túwⁿɔ̀	j à ɡ á 	DB
9415	when? (e.g. what day?)	Yanda_Dom	à:rⁿà	àː rⁿ à	DB
9416	when? (e.g. what day?)	Yanda_Dom	à:rⁿà gá	àː rⁿ à 	DB
9417	when? (e.g. what day?)	Yorno_So	bày yǎ:rⁿà	b à j 	DB
9418	when? (e.g. what day?)	Yorno_So	bày yɔ̀gɔ̌:	b à j 	DB
9419	where? (location)	Ampari	wⁿɔ̂wⁿ	wⁿ ɔ̂ wⁿ	DB,SW
9420	where? (location)	Bangime	kóté	k ó t é	DB,SW
9421	where? (location)	Bankan_Tey	ǎnnì	ǎ n n ì	DB,SW
9422	where? (location)	Ben_Tey	ándá:	á n d áː	DB,SW
9423	where? (location)	Bunoge	nálò	n á l ò	DB,SW
9424	where? (location)	Dogul_Dom	àŋá	à ŋ á	DB,SW
9425	where? (location)	Jamsay_Douentza	yɔ̌: lé	j ɔ̌ː 	DB,SW
9426	where? (location)	Jamsay_Mondoro	yɔ̌w lé	j ɔ̌ w 	DB,SW
9427	where? (location)	Mombo	mándà	m á n d à	DB,SW
9428	where? (location)	Najamba	ǎǹ	ǎ ǹ	DB,SW
9429	where? (location)	Najamba	ànî:	à n îː	DB,SW
9430	where? (location)	Nanga	àrⁿáŋá	à rⁿ á ŋ á	DB,SW
9431	where? (location)	Penange	mbá	m b á	DB,SW
9432	where? (location)	Perge_Tegu	yǎw	j ǎ w	DB,SW
9433	where? (location)	Tebul_Ure	àndí	à n d í	DB,SW
9434	where? (location)	Tiranige	àná	à n á	DB,SW
9435	where? (location)	Togo_Kan	ya᷈:	j a᷈ː	DB,SW
9436	where? (location)	Tommo_So	yàbáá	j à b áː	DB,SW
9437	where? (location)	Tommo_So	yàgú nɛ	j à ɡ ú 	DB,SW
9438	where? (location)	Toro_Tegu	yàgá	j à ɡ á	DB,SW
9439	where? (location)	Yanda_Dom	àmbá:	à m b áː	DB,SW
9440	where? (location)	Yorno_So	yàbá:	j à b áː	DB,SW
9441	where? (location)	Yorno_So	yɔ̀gɔ̌: nɛ̀	j ɔ̀ ɡ ɔ̌ː 	DB,SW
9442	which?	Ampari	wⁿà: kàní	wⁿ àː 	DB
9443	which?	Bankan_Tey	àŋgú	à ŋ ɡ ú	DB
9444	which?	Ben_Tey	àŋgú kù be᷈:	à ŋ ɡ ú 	DB
9445	which?	Ben_Tey	àŋgú kúm̀	à ŋ ɡ ú 	DB
9446	which?	Ben_Tey	àŋgûm	à ŋ ɡ û m	DB
9447	which?	Bunoge	nà	n à	DB
9448	which?	Dogul_Dom	ágí	á ɡ í	DB
9449	which?	Jamsay_Douentza	yɔ́kkɔ̀	j ɔ́ k k ɔ̀	DB
9450	which?	Jamsay_Mondoro	yɔ́kkɔ̀	j ɔ́ k k ɔ̀	DB
9451	which?	Jamsay_Mondoro	yɔ̌w	j ɔ̌ w	DB
9452	which?	Mombo	mómbó	m ó m b ó	DB
9453	which?	Najamba	àŋgú	à ŋ ɡ ú	DB
9454	which?	Nanga	àŋgú	à ŋ ɡ ú	DB
9455	which?	Penange	wèn	w è n	DB
9456	which?	Perge_Tegu	yǎwkɔ̀	j ǎ w k ɔ̀	DB
9457	which?	Tebul_Ure	àgú	à ɡ ú	DB
9458	which?	Tiranige	árí	á r í	DB
9459	which?	Togo_Kan	yǎ:kɔ́	j ǎː k ɔ́	DB
9460	which?	Tommo_So	yàgú	j à ɡ ú	DB
9461	which?	Toro_Tegu	yàgásì	j à ɡ á s ì	DB
9462	which?	Yanda_Dom	àŋgó	à ŋ ɡ ó	DB
9463	which?	Yorno_So	yɔ̀gɔ̌:	j ɔ̀ ɡ ɔ̌ː	DB
9464	white, light-colored	Ampari	tò:mbò	t òː m b ò	DB,SW
9465	white, light-colored	Bangime	sìjɔ̀ⁿ	s ì dʒ ɔ̀ⁿ	DB,SW
9466	white, light-colored	Bangime	sìmá	s ì m á	DB,SW
9467	white, light-colored	Bankan_Tey	píndɛ́	p í n d ɛ́	DB,SW
9468	white, light-colored	Ben_Tey	pílɛ́	p í l ɛ́	DB,SW
9469	white, light-colored	Ben_Tey	pílɛ́yɛ̀	p í l ɛ́ j ɛ̀	DB,SW
9470	white, light-colored	Ben_Tey	pílɛ́m	p í l ɛ́ m	DB,SW
9471	white, light-colored	Bunoge	sìmà	s ì m à	DB,SW
9472	white, light-colored	Dogul_Dom	pílàŋ	p í l à ŋ	DB,SW
9473	white, light-colored	Gourou	pírú	p í r ú	DB,SW
9474	white, light-colored	Jamsay_Douentza	pírú	p í r ú	DB,SW
9475	white, light-colored	Jamsay_Mondoro	pírú	p í r ú	DB,SW
9476	white, light-colored	Mombo	tómbò	t ó m b ò	DB,SW
9477	white, light-colored	Najamba	pílɛ̀	p í l ɛ̀	DB,SW
9478	white, light-colored	Najamba	pílɛ̀ŋgò	p í l ɛ̀ ŋ ɡ ò	DB,SW
9479	white, light-colored	Nanga	pírí	p í r í	DB,SW
9480	white, light-colored	Penange	tòmbò	t ò m b ò	DB,SW
9481	white, light-colored	Perge_Tegu	pírí	p í r í	DB,SW
9482	white, light-colored	Sangha_So	pírú	p í r ú	DB,SW
9483	white, light-colored	Tebul_Ure	pílɛ́:	p í l ɛ́ː	DB,SW
9484	white, light-colored	Tebul_Ure	pîlgɔ́	p î l ɡ ɔ́	DB,SW
9485	white, light-colored	Tebul_Ure	pílmbɔ́	p í l m b ɔ́	DB,SW
9486	white, light-colored	Tiranige	púlɛ́	p ú l ɛ́	DB,SW
9487	white, light-colored	Togo_Kan	pírí	p í r í	DB,SW
9488	white, light-colored	Tommo_So	pílú	p í l ú	DB,SW
9489	white, light-colored	Toro_Tegu	pírú	p í r ú	DB,SW
9490	white, light-colored	Yanda_Dom	pílɛ́	p í l ɛ́	DB,SW
9491	white, light-colored	Yorno_So	píl	p í l	DB,SW
9492	who?	Ampari	wà:	w àː	DB,LJ,SW
9493	who?	Bangime	já	dʒ á	DB,LJ,SW
9494	who?	Bankan_Tey	ǎm	ǎ m	DB,LJ,SW
9495	who?	Ben_Tey	ǎm	ǎ m	DB,LJ,SW
9496	who?	Bunoge	ʔà:yè	ʔ àː j è	DB,LJ,SW
9497	who?	Dogul_Dom	ámí	á m í	DB,LJ,SW
9498	who?	Jamsay_Douentza	ǎ:	ǎː	DB,LJ,SW
9499	who?	Jamsay_Douentza	ìlá:	ì l áː	DB,LJ,SW
9500	who?	Mombo	á:	áː	DB,LJ,SW
9501	who?	Najamba	ǎm	ǎ m	DB,LJ,SW
9502	who?	Nanga	ǎŋ	ǎ ŋ	DB,LJ,SW
9503	who?	Penange	à:	àː	DB,LJ,SW
9504	who?	Perge_Tegu	ǎ:	ǎː	DB,LJ,SW
9505	who?	Tebul_Ure	àḿ	à ḿ	DB,LJ,SW
9506	who?	Tiranige	à:	àː	DB,LJ,SW
9507	who?	Togo_Kan	ǎ:	ǎː	DB,LJ,SW
9508	who?	Tommo_So	áá	áː	DB,LJ,SW
9509	who?	Toro_Tegu	àyé	à j é	DB,LJ,SW
9510	who?	Yanda_Dom	àm	à m	DB,LJ,SW
9511	who?	Yorno_So	ǎ:	ǎː	DB,LJ,SW
9512	why?	Ampari	ìnjɛ́ nóndò	ì n dʒ ɛ́ 	DB
9513	why?	Bankan_Tey	ǹjé déŋgèy	ǹ dʒ é 	DB
9514	why?	Ben_Tey	ǹjé gǐn	ǹ dʒ é 	DB
9515	why?	Ben_Tey	ǹjé gǔn	ǹ dʒ é 	DB
9516	why?	Bunoge	ʔèbégè dà	ʔ è b é ɡ è 	DB
9517	why?	Dogul_Dom	ǹgólàŋ	ǹ ɡ ó l à ŋ	DB
9518	why?	Jamsay_Douentza	ìɲé	ì ɲ é	DB
9519	why?	Jamsay_Douentza	ìɲé jɛ́	ì ɲ é 	DB
9520	why?	Mombo	íŋgyá nâw	í ŋ ɡ j á 	DB
9521	why?	Najamba	yèŋgé nɛ̀n	j è ŋ ɡ é 	DB
9522	why?	Nanga	kɔ̀ɲɛ́ dɛ̀rⁿí	k ɔ̀ ɲ ɛ́ 	DB
9523	why?	Nanga	ǹɲɛ́ dɛ̀rⁿí	ǹ ɲ ɛ́ 	DB
9524	why?	Penange	njɛ́ nâm:	n dʒ ɛ́ 	DB
9525	why?	Penange	njɛ́ námù	n dʒ ɛ́ 	DB
9526	why?	Perge_Tegu	ìnjé jɛ́	ì n dʒ é 	DB
9527	why?	Tebul_Ure	ìnjé dùgò	ì n dʒ é 	DB
9528	why?	Tebul_Ure	ìnjé kàndà	ì n dʒ é 	DB
9529	why?	Tiranige	ndégé dàgà	n d é ɡ é 	DB
9530	why?	Togo_Kan	ìŋé gɛ̀:	ì ŋ é 	DB
9531	why?	Tommo_So	ńjɛ́ díɛ́	ń dʒ ɛ́ 	DB
9532	why?	Toro_Tegu	èsé kà:	è s é 	DB
9533	why?	Toro_Tegu	èsé kà:wà	è s é 	DB
9534	why?	Toro_Tegu	ìsé kà:	ì s é 	DB
9535	why?	Toro_Tegu	yé dè	j é 	DB
9536	why?	Yanda_Dom	cìʔə̀ɲè dán	tʃ ì ʔ ə̀ ɲ è 	DB
9537	why?	Yanda_Dom	ʔə̀ɲè dán	ʔ ə̀ ɲ è 	DB
9538	why?	Yanda_Dom	ʔə̀ɲè nî:	ʔ ə̀ ɲ è 	DB
9539	why?	Yorno_So	ǹjɛ́ dɛ̀:	ǹ dʒ ɛ́ 	DB
9540	wide	Bangime	téŋɡò	t é ŋ ɡ ò	LJ
9541	wide	Bankan_Tey	káwⁿáwⁿ	k á wⁿ á wⁿ	LJ
9542	wide	Ben_Tey	káwàw	k á w à w	LJ
9543	wide	Bunoge	bàmbà	b à m b à	LJ
9544	wide	Jamsay_Douentza	wá:	w áː	LJ
9545	wide	Mombo	bámbá	b á m b á	LJ
9546	wide	Najamba	wàyáŋgé	w à j á ŋ ɡ é	LJ
9547	wide	Najamba	wàyɛ́:	w à j ɛ́ː	LJ
9548	wide	Nanga	gâw	ɡ â w	LJ
9549	wide	Penange	bámbá	b á m b á	LJ
9550	wide	Perge_Tegu	wáy	w á j	LJ
9551	wide	Sangha_So	ùsí	ù s í	LJ
9552	wide	Tebul_Ure	wàyɛ́	w à j ɛ́	LJ
9553	wide	Tebul_Ure	wǎygɔ́	w ǎ j ɡ ɔ́	LJ
9554	wide	Tiranige	báy	b á j	LJ
9555	wide	Togo_Kan	wá:	w áː	LJ
9556	wide	Tommo_So	wánnú	w á n n ú	LJ
9557	wide	Toro_Tegu	pótó	p ó t ó	LJ
9558	wide	Yanda_Dom	wàyⁿ	w à jⁿ	LJ
9559	wide	Yorno_So	wán	w á n	LJ
9560	wide (passageway)	Bangime	téŋɡò	t é ŋ ɡ ò	DB,SW
9561	wide (passageway)	Bankan_Tey	káwⁿáwⁿ	k á wⁿ á wⁿ	DB,SW
9562	wide (passageway)	Ben_Tey	káwàw	k á w à w	DB,SW
9563	wide (passageway)	Bunoge	bàmbà	b à m b à	DB,SW
9564	wide (passageway)	Jamsay_Douentza	wá:	w áː	DB,SW
9565	wide (passageway)	Mombo	bámbá	b á m b á	DB,SW
9566	wide (passageway)	Najamba	wàyáŋgé	w à j á ŋ ɡ é	DB,SW
9567	wide (passageway)	Najamba	wàyɛ́:	w à j ɛ́ː	DB,SW
9568	wide (passageway)	Nanga	gâw	ɡ â w	DB,SW
9569	wide (passageway)	Penange	bámbá	b á m b á	DB,SW
9570	wide (passageway)	Perge_Tegu	wáy	w á j	DB,SW
9571	wide (passageway)	Sangha_So	ùsí	ù s í	DB,SW
9572	wide (passageway)	Tebul_Ure	wàyɛ́	w à j ɛ́	DB,SW
9573	wide (passageway)	Tebul_Ure	wǎygɔ́	w ǎ j ɡ ɔ́	DB,SW
9574	wide (passageway)	Tiranige	báy	b á j	DB,SW
9575	wide (passageway)	Togo_Kan	wá:	w áː	DB,SW
9576	wide (passageway)	Tommo_So	wánnú	w á n n ú	DB,SW
9577	wide (passageway)	Toro_Tegu	pótó	p ó t ó	DB,SW
9578	wide (passageway)	Yanda_Dom	wàyⁿ	w à jⁿ	DB,SW
9579	wide (passageway)	Yorno_So	wán	w á n	DB,SW
9580	wife	Bangime	pʷéɛ̀	pʷ é ɛ̀	DB,SW
9581	wife	Bankan_Tey	yǎm	j ǎ m	DB,SW
9582	wife	Bankan_Tey	yǎ:	j ǎː	DB,SW
9583	wife	Ben_Tey	yǎm	j ǎ m	DB,SW
9584	wife	Ben_Tey	yǎ:	j ǎː	DB,SW
9585	wife	Bunoge	yɔ́	j ɔ́	DB,SW
9586	wife	Dogul_Dom	yáágù	j áː ɡ ù	DB,SW
